@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric

@data
1444,'2019/09/19 12:35:59:838',8,-16777216,-16777216,-16447483,-15591917,-15460075,-15723503,-16118005,-11709614,-8155503,-7825509,-16777216,-16710912,-15855346,-14473693,-14144472,-14933732,-15460075,-11776177,-6972258,-6510935,-16777216,-16316155,-14737123,-13355469,-13158091,-13947609,-14802148,-11973815,-5920597,-5327173,-16513790,-14344681,-11058375,-9547193,-8561328,-8298412,-8494762,-8231075,-6715775,-4802114,-10333104,-11322060,-10730439,-8692913,-8891321,-8759993,-8431028,-8824242,-10663358,-13488851,-8029317,-8424333,-8293006,-2701111,-2174507,-2964537,-6781308,-14608107,-14146786,-14936041,-9016989,-4607823,-658956,-132357,-132356,-6910316,-14608101,-14541802,-14936558,-12766931,-10332339,-2897205,-724238,-258,-65797,-198928,-3687239,-9279129,-14015193,-10992066,-5923169,-3290931,-2172455,-65794,-330004,-9472882,-10127710,-10588779,-11115642,-12236707,-6119260,-5988189,-2764593,-1317413,-2437181,-14602674,-14862736,-15191702,-15193255,-16315627,0.49
1445,'2019/09/19 12:35:59:873',8,-16777216,-16777216,-16381946,-15591917,-15394538,-15789039,-16118005,-11512235,-8089967,-7825509,-16777216,-16710912,-15789553,-14539229,-14144472,-14933988,-15460076,-11578798,-6906722,-6510934,-16777216,-16316155,-14737123,-13355469,-13158091,-14013146,-14802403,-11776692,-5855060,-5327172,-16513790,-14279145,-10992838,-9481658,-8561327,-8363948,-8494762,-8231075,-6649982,-4670527,-10398640,-11387596,-10730439,-8692912,-8891321,-8825529,-8365492,-8889778,-10729152,-13488338,-7963525,-8489870,-8227213,-2700854,-2174508,-3030330,-7110017,-14608107,-14278371,-14738662,-8951196,-4542029,-658957,-132357,-132356,-7239024,-14608101,-14476008,-15002351,-12503760,-10332338,-2765620,-658702,-258,-65797,-264465,-3818826,-9410714,-13949658,-10926273,-5923169,-3356724,-2040869,-65794,-395798,-9538418,-10127710,-10588779,-11115899,-12236966,-6053210,-6054238,-2567214,-1251620,-2568766,-14734258,-14928529,-15191703,-15193512,-16315884,0.49
1446,'2019/09/19 12:35:59:906',8,-16777216,-16777216,-16381690,-15591917,-15460074,-15789039,-16118005,-11512235,-8155247,-7825509,-16777216,-16710911,-15789553,-14473437,-14144472,-14933733,-15460075,-11578798,-6906722,-6576470,-16777216,-16315899,-14671330,-13355470,-13158091,-14013402,-14802403,-11776692,-5855061,-5327173,-16513790,-14279144,-10927301,-9481657,-8561328,-8429741,-8560555,-8296867,-6649725,-4538942,-10464690,-11322060,-10664646,-8692913,-8825785,-8759993,-8365235,-8823985,-10729408,-13356752,-7963268,-8555663,-8161421,-2635317,-2174764,-3161916,-7373446,-14739435,-14409958,-14607077,-8819610,-4410444,-659213,-132356,-132356,-7370610,-14608101,-14541801,-15002351,-12240845,-10332082,-2634034,-658445,-258,-65797,-264721,-3818826,-9345179,-13883608,-10794944,-5923168,-3356982,-1909283,-65795,-461591,-9604210,-10127710,-10654315,-11115643,-12302759,-5921880,-6186080,-2369835,-1185570,-2634302,-14734258,-14928272,-15191702,-15193256,-16315628,0.49
1447,'2019/09/19 12:35:59:939',8,-16777216,-16777216,-16447483,-15591917,-15394538,-15723503,-16118004,-11775150,-8155504,-7825510,-16777216,-16710912,-15789554,-14539230,-14144472,-14933988,-15394540,-11841714,-6972258,-6576470,-16777216,-16316155,-14737123,-13355725,-13092554,-14013145,-14802147,-12039864,-5920598,-5327173,-16513790,-14279145,-10992837,-9547193,-8626863,-8495277,-8626347,-8428197,-6584188,-4538684,-10398897,-11256267,-10664902,-8692913,-8891321,-8694456,-8299443,-8692656,-10729152,-13225165,-8029061,-8489870,-8227470,-2701111,-2174765,-3161918,-7373447,-14739180,-14475751,-14475747,-8950940,-4542029,-658956,-132357,-132356,-6910059,-14542308,-14541801,-15002351,-12043723,-10332338,-2765620,-658702,-258,-65797,-198672,-3686983,-9213336,-13686486,-10794944,-5923168,-3290932,-2106661,-258,-329748,-9472626,-10062174,-10588778,-11115642,-12236967,-5987674,-6054238,-2501421,-1185827,-2371388,-14602674,-14928272,-15191446,-15193255,-16249834,0.49
1448,'2019/09/19 12:35:59:973',8,-16777216,-16777216,-16447483,-15592174,-15394538,-15723503,-16118005,-11709614,-8155503,-7825510,-16777216,-16710912,-15855346,-14539230,-14144472,-14933732,-15460076,-11776178,-6972258,-6576470,-16777216,-16381691,-14802915,-13421262,-13092554,-14013145,-14736611,-11974071,-5920597,-5327173,-16513534,-14344937,-11058374,-9547193,-8626863,-8495533,-8691884,-8493989,-6518137,-4406841,-10333104,-11124938,-10664646,-8758706,-8825785,-8694457,-8233906,-8758192,-10926274,-13093579,-8029317,-8424333,-8358799,-2766904,-2306094,-3293504,-7768205,-14804972,-14541286,-14081247,-9148318,-4673616,-658956,-132357,-132356,-6844267,-14476515,-14476008,-15067887,-11583429,-10398131,-2962999,-724494,-258,-65797,-198672,-3687239,-9213336,-13489364,-10663359,-5923169,-3290931,-2238248,-65794,-264211,-9407090,-10062174,-10588779,-11115642,-12237226,-6185053,-5856602,-2698800,-1251619,-2305595,-14537137,-14928273,-15191701,-15127719,-16249834,0.49
1449,'2019/09/19 12:36:00:007',8,-16777216,-16710912,-16250104,-15394538,-15262952,-15591661,-15986162,-11314856,-8024174,-7759716,-16777216,-16579069,-15657711,-14341851,-14012886,-14802146,-15328489,-11381419,-6906209,-6510678,-16710912,-16118776,-14539744,-13223883,-13026761,-13881559,-14670817,-11579313,-5789268,-5261636,-16316412,-14016229,-10795459,-9349814,-8561070,-8495276,-8691884,-8428196,-6451573,-4209719,-10201776,-10927560,-10401988,-8627121,-8759736,-8562871,-8102063,-8692399,-11057859,-12961992,-7963267,-8424333,-8095884,-2635318,-2372143,-3490883,-8425879,-14739178,-14738665,-13555159,-8885146,-4475980,-658957,-132357,-132356,-7304561,-14279138,-14410214,-14936558,-10926014,-10200753,-2765363,-658445,-2,-65797,-264721,-3818826,-9344922,-13160657,-10466236,-5857375,-3290932,-1975076,-258,-461590,-9538417,-9996637,-10522986,-11049849,-12106157,-5987417,-5988445,-2435371,-1120034,-2568766,-14602672,-14796686,-15060116,-15061670,-16052712,0.49
1450,'2019/09/19 12:36:00:039',8,-16777216,-16710912,-16250104,-15394538,-15262952,-15591661,-15986162,-11314856,-8024174,-7759716,-16777216,-16579069,-15657711,-14341851,-14012886,-14802146,-15328489,-11381419,-6906209,-6510678,-16710912,-16118776,-14539744,-13223883,-13026761,-13881559,-14670817,-11579313,-5789268,-5261636,-16316412,-14016229,-10795459,-9349814,-8561070,-8495276,-8691884,-8428196,-6451573,-4209719,-10201776,-10927560,-10401988,-8627121,-8759736,-8562871,-8102063,-8692399,-11057859,-12961992,-7963267,-8424333,-8095884,-2635318,-2372143,-3490883,-8425879,-14739178,-14738665,-13555159,-8885146,-4475980,-658957,-132357,-132356,-7304561,-14279138,-14410214,-14936558,-10926014,-10200753,-2765363,-658445,-2,-65797,-264721,-3818826,-9344922,-13160657,-10466236,-5857375,-3290932,-1975076,-258,-461590,-9538417,-9996637,-10522986,-11049849,-12106157,-5987417,-5988445,-2435371,-1120034,-2568766,-14602672,-14796686,-15060116,-15061670,-16052712,0.49
1451,'2019/09/19 12:36:00:073',8,-16777216,-16710656,-16184311,-15394538,-15262952,-15591661,-15920626,-11380649,-8024174,-7759716,-16776960,-16579069,-15592174,-14276314,-14012886,-14802146,-15328489,-11447212,-6906209,-6576214,-16710912,-16118520,-14474207,-13223883,-13026505,-13881815,-14605025,-11645106,-5854804,-5261380,-16316412,-13950436,-10729666,-9415350,-8561070,-8560812,-8757676,-8493989,-6386036,-4209718,-10202033,-10862023,-10401732,-8561841,-8694200,-8562871,-8102063,-8626607,-11058116,-12961736,-7897475,-8424334,-8029835,-2569525,-2437937,-3556933,-8623259,-14739178,-14870251,-13489367,-8687767,-4344650,-659213,-132356,-132356,-7304817,-14279137,-14476007,-15002351,-10794428,-10135216,-2568240,-658444,-258,-65797,-199185,-3818825,-9279128,-13094608,-10400444,-5857375,-3356982,-1843489,-65794,-461591,-9538417,-10062173,-10522986,-10984313,-12106157,-5790295,-6251617,-2304042,-1120034,-2634558,-14668208,-14796686,-14994580,-14996134,-16052711,0.49
1452,'2019/09/19 12:36:00:107',8,-16777216,-16710912,-16250104,-15460331,-15262952,-15591661,-15920626,-11643821,-8089711,-7825253,-16777216,-16579069,-15657968,-14341851,-14012886,-14736610,-15262697,-11710385,-6972002,-6510934,-16710912,-16118776,-14605536,-13224139,-13026505,-13816022,-14605025,-11973814,-5920597,-5261637,-16381948,-14081766,-10860995,-9415350,-8626606,-8626605,-8823213,-8625318,-6386036,-4209718,-10202032,-10796230,-10336196,-8627378,-8694200,-8562870,-8036270,-8495277,-10992066,-12895943,-7963267,-8358541,-8161421,-2701111,-2438194,-3491397,-8426136,-14739178,-14936044,-13489367,-8885146,-4476237,-658956,-132357,-132356,-6844266,-14213344,-14476007,-15002350,-10794428,-10200752,-2765619,-658702,-258,-65797,-198672,-3621446,-9081750,-12963278,-10465980,-5922911,-3290932,-2106661,-65794,-264212,-9406833,-9996381,-10522985,-10984057,-12106156,-5987673,-5988445,-2633007,-1251620,-2371644,-14405551,-14796686,-15060116,-14995876,-15986918,0.49
1453,'2019/09/19 12:36:00:139',8,-16777216,-16710912,-16250104,-15460331,-15262952,-15591661,-15986162,-11578028,-8089710,-7759717,-16777216,-16579070,-15657967,-14342108,-14012886,-14736610,-15262697,-11644592,-6906466,-6510678,-16776704,-16184312,-14605537,-13224139,-12960969,-13816023,-14605025,-11842485,-5855061,-5327172,-16316412,-14213351,-10926532,-9481142,-8692398,-8692141,-8889006,-8625574,-6385522,-4209461,-10267568,-10730438,-10336195,-8627635,-8694199,-8562870,-8036270,-8429485,-11123651,-12961735,-7963268,-8358284,-8227470,-2766647,-2503987,-3557190,-8623515,-14739178,-15001837,-13226452,-9016989,-4607823,-658956,-132357,-132356,-6844265,-14147551,-14410214,-15002351,-10531513,-10332082,-2962998,-724494,-258,-65797,-198672,-3686983,-9147543,-12963022,-10400443,-5857632,-3225395,-2238248,-65794,-264211,-9341296,-9996381,-10522986,-11049848,-12106414,-6119260,-5856603,-2830643,-1383205,-2371388,-14405551,-14796942,-15060116,-14995877,-15986918,0.49
1454,'2019/09/19 12:36:00:173',8,-16777216,-16710912,-16250104,-15394795,-15262952,-15591661,-15986162,-11314856,-8023918,-7759716,-16777216,-16579070,-15657967,-14341851,-14012886,-14802146,-15328489,-11381420,-6906209,-6510678,-16710912,-16118776,-14539744,-13223883,-13026505,-13881559,-14605281,-11579313,-5789268,-5326916,-16381948,-14213350,-10860994,-9480886,-8757935,-8757934,-8954798,-8625317,-6253936,-4143669,-10267825,-10730438,-10270660,-8627635,-8694199,-8497078,-8036270,-8429485,-11255237,-13027528,-7897732,-8424077,-8161164,-2635318,-2569780,-3688776,-9149602,-14673386,-15198959,-12963280,-8819610,-4410444,-659213,-132357,-132356,-7304561,-14147552,-14476007,-15068144,-10268342,-10200752,-2765363,-658445,-258,-65797,-264465,-3818826,-9279129,-12831949,-10400443,-5857376,-3291188,-1975076,-65794,-461590,-9472881,-9996381,-10522987,-11115386,-12106672,-5987417,-6119774,-2633007,-1251620,-2634558,-14602672,-14796942,-15060116,-14996134,-15986919,0.49
1455,'2019/09/19 12:36:00:206',8,-16777216,-16710912,-16250104,-15460331,-15262952,-15591660,-15920626,-11643821,-8089710,-7759716,-16777216,-16579069,-15657967,-14407388,-13947350,-14736610,-15262697,-11710385,-6906466,-6510678,-16710912,-16118776,-14605536,-13223883,-12960969,-13816023,-14605025,-11908278,-5920598,-5327172,-16381948,-14278887,-10926531,-9546678,-8823727,-8823726,-9086127,-8822440,-6319472,-4143669,-10399155,-10599109,-10139330,-8627891,-8694200,-8497077,-7904685,-8297899,-11057859,-12764613,-7897731,-8424077,-8161420,-2701367,-2701367,-3820106,-8886688,-14738922,-15133166,-13160659,-8885146,-4476237,-658956,-132357,-132356,-6844009,-14147551,-14476007,-15002351,-10465719,-10200753,-2765620,-658702,-258,-65797,-198672,-3621446,-9016213,-12766156,-10334651,-5922912,-3290931,-2041125,-258,-264211,-9341297,-9996381,-10457194,-10984057,-12106414,-5987417,-6054237,-2764593,-1383205,-2371644,-14405552,-14731150,-15059859,-14996132,-15920868,0.49
1456,'2019/09/19 12:36:00:239',8,-16777216,-16710912,-16250104,-15460331,-15262696,-15591661,-15920626,-11578028,-8089711,-7694181,-16777216,-16579070,-15657968,-14407643,-14012886,-14736609,-15328489,-11644591,-6840930,-6510678,-16776704,-16118777,-14605537,-13289420,-12960969,-13816022,-14605025,-11842229,-5855061,-5261636,-16381948,-14410216,-10992067,-9546422,-8823726,-8889263,-9151920,-8822439,-6253678,-4077876,-10399154,-10599109,-10139330,-8627892,-8628407,-8431541,-7904684,-8232363,-11057859,-12764356,-7963268,-8358540,-8227214,-2766905,-2701624,-3820363,-9018273,-14673386,-15133422,-13095122,-9082525,-4608079,-658956,-132357,-132356,-6778473,-14082015,-14476007,-15002351,-10334135,-10332081,-2962998,-724495,-258,-65797,-198672,-3621447,-9082006,-12766156,-10334907,-5923168,-3225395,-2238248,-65794,-264211,-9341297,-9996381,-10522729,-10984057,-12106671,-6184796,-5856602,-2961972,-1383462,-2371388,-14339759,-14796686,-15059860,-14995876,-15921125,0.49
1457,'2019/09/19 12:36:00:272',8,-16777216,-16710656,-16250104,-15394538,-15262952,-15591661,-15920626,-11380392,-8089454,-7759716,-16777216,-16579069,-15592431,-14341851,-13947350,-14802146,-15328489,-11381420,-6906209,-6510678,-16710912,-16118776,-14539744,-13223883,-13026505,-13881559,-14670561,-11579313,-5789268,-5261636,-16381948,-14344423,-10926530,-9546421,-8823727,-8955055,-9151920,-8756902,-6187628,-4077875,-10399411,-10533573,-10139074,-8627892,-8628407,-8431285,-7904684,-8232106,-11123652,-12829892,-7897732,-8358541,-8095884,-2701111,-2767417,-3952206,-9347239,-14673386,-15264751,-13029073,-8885146,-4410444,-658957,-132357,-132356,-7239025,-14147552,-14476006,-15068144,-10202549,-10201008,-2765619,-658445,-258,-65797,-264721,-3818826,-9213592,-12831693,-10334651,-5857375,-3291188,-1975076,-65794,-461590,-9538417,-9996381,-10457450,-11049849,-12106672,-5987417,-6054238,-2633007,-1251621,-2568766,-14602672,-14796686,-15060116,-14996133,-15986663,0.49
1458,'2019/09/19 12:36:07:404',9,-16644863,-16381947,-15987188,-15262952,-15065573,-15328745,-15657454,-11512235,-8287090,-7891559,-16579326,-16250105,-15395052,-14013657,-13421778,-13882587,-14080223,-11185069,-7104102,-6773850,-16381948,-14673387,-11650512,-9810626,-8825017,-8298672,-8034985,-7705249,-7770267,-7830653,-16053239,-13818593,-11517896,-10465981,-9875644,-9810624,-9811139,-10993356,-13161178,-16119800,-11383220,-14474465,-13290191,-9738652,-10002083,-9475735,-8884109,-12371147,-14606821,-14278629,-8094596,-8490126,-8293006,-2964026,-2371886,-2437163,-4015681,-5923166,-10068646,-11715275,-8950939,-4673615,-725006,-198150,-198149,-7041645,-14213343,-14608879,-15003123,-14278885,-10332081,-2962997,-724494,-65794,-66054,-264722,-3753289,-9213336,-14212058,-15067110,-6186084,-3554103,-2238505,-65795,-396056,-9472883,-10062175,-10522987,-10984314,-11314834,-11251889,-12568521,-12176852,-11518410,-10662845,-13424079,-14604478,-15062702,-14996911,-16052975,0.18
1459,'2019/09/19 12:36:07:438',9,-16644863,-16381947,-15986933,-15262952,-15000037,-15328745,-15657710,-11512235,-8287090,-7957096,-16579326,-16184568,-15395053,-14078936,-13421778,-13816795,-14079967,-11119276,-7169638,-6773850,-16381948,-14739180,-11781841,-9876418,-8890809,-8298929,-8100778,-7705248,-7835805,-7962498,-16053239,-13884386,-11583432,-10531773,-9941179,-9876416,-9810882,-10796490,-13095386,-15922421,-11449013,-14474209,-13290190,-9738652,-10002339,-9475735,-8949902,-12173768,-14804198,-14541545,-8094597,-8489870,-8293005,-2898490,-2371886,-2437163,-4015937,-5791580,-9871010,-11780554,-8950939,-4607823,-725006,-198149,-198149,-7107438,-14278880,-14674415,-15068659,-14541542,-10266545,-2897205,-724238,-65794,-66054,-264978,-3818826,-9213336,-14146522,-15001573,-6186340,-3554104,-2238505,-65796,-461849,-9538419,-10062175,-10522987,-11049851,-11380371,-11317682,-12634570,-12242644,-11584203,-10728638,-13424079,-14604479,-15128239,-14996911,-16052975,0.18
1460,'2019/09/19 12:36:07:471',9,-16644863,-16381947,-15986932,-15262952,-15000037,-15328745,-15723246,-11512235,-8287090,-7957095,-16579326,-16184568,-15395052,-14078936,-13356242,-13882586,-14080223,-11119277,-7169894,-6773850,-16381948,-14870509,-11913426,-9942211,-8890810,-8364466,-8100778,-7705249,-7836061,-8028807,-16118775,-14081251,-11715017,-10531773,-9940923,-9876416,-9745346,-10533577,-13095386,-15462385,-11449013,-14474465,-13290191,-9738652,-10067875,-9475736,-9080974,-12042182,-14804198,-14804460,-8029061,-8555663,-8293006,-2898233,-2371886,-2437163,-4015682,-5725787,-9739167,-11780295,-8950938,-4607822,-725006,-198149,-198149,-7173231,-14279136,-14674415,-15068659,-14673127,-10332081,-2897204,-724238,-258,-66054,-264978,-3818826,-9278872,-14212314,-15067109,-6186340,-3554104,-2238505,-65796,-461849,-9538419,-10062175,-10523244,-11049850,-11380372,-11383475,-12700363,-12308181,-11649996,-10794431,-13489616,-14604479,-15128239,-14996911,-16052976,0.18
1461,'2019/09/19 12:36:07:504',9,-16644863,-16381947,-16052724,-15197416,-15065317,-15328745,-15657710,-11446699,-8221554,-7957095,-16644862,-16184568,-15460588,-14079193,-13421778,-13882587,-14080223,-11119277,-7169894,-6773850,-16381948,-15001838,-11979219,-10008003,-8956602,-8364722,-8100778,-7705505,-7836062,-8029578,-16118776,-14147044,-11780554,-10663102,-9940923,-9876416,-9745346,-10270662,-12898521,-15067628,-11449013,-14474465,-13290191,-9738651,-10002339,-9541271,-9146766,-11844547,-14738404,-14804459,-8094853,-8555663,-8293006,-2898233,-2371886,-2437163,-4015681,-5659994,-9476251,-11779781,-8885147,-4607822,-725006,-198149,-198149,-7172975,-14213344,-14674415,-15068659,-14869991,-10266545,-2831413,-724238,-65794,-66054,-264979,-3818826,-9213336,-14146522,-15001573,-6120803,-3554360,-2238505,-65796,-461849,-9538419,-10062175,-10522988,-10984314,-11380371,-11383475,-12766157,-12308181,-11715789,-10860223,-13424080,-14604480,-15128240,-14996911,-16052975,0.18
1462,'2019/09/19 12:36:07:537',9,-16644863,-16381947,-15987189,-15197416,-15065573,-15328746,-15657710,-11512235,-8221554,-7891560,-16579326,-16250105,-15460588,-14144728,-13421778,-13882587,-14080223,-11119277,-7169895,-6773850,-16381948,-15198960,-12176084,-10139332,-9022138,-8364723,-8100778,-7705505,-7901598,-8029837,-16053239,-14278373,-11912139,-10663102,-9940922,-9876416,-9745089,-10073283,-12701143,-14607336,-11449013,-14474465,-13290191,-9738651,-10002340,-9475736,-9146767,-11515581,-14606819,-14672874,-8029317,-8555663,-8293006,-2898233,-2371886,-2437163,-4015681,-5659993,-9147028,-11647937,-8950683,-4607823,-725006,-198149,-198149,-7107438,-14279135,-14674415,-15003123,-15001319,-10332081,-2897205,-724238,-258,-66054,-264979,-3818825,-9213336,-14146522,-15001573,-6186340,-3554360,-2370091,-65796,-461849,-9538419,-10062175,-10522987,-11049850,-11380371,-11449012,-12831693,-12439510,-11781582,-10926016,-13424080,-14604480,-15128240,-14931375,-16052975,0.18
1463,'2019/09/19 12:36:07:571',9,-16644863,-16381947,-15987189,-15262952,-15065573,-15328745,-15723246,-11512491,-8221554,-7957352,-16579070,-16250104,-15460588,-14144728,-13487314,-13882587,-14145759,-11119277,-7235687,-6773850,-16381948,-15330289,-12307669,-10205124,-9087931,-8430516,-8100778,-7771041,-7901854,-8030352,-16118776,-14475494,-11977675,-10663102,-10006458,-9941952,-9745089,-9876419,-12241363,-14278371,-11383221,-14474465,-13290191,-9738652,-10002339,-9541527,-9212560,-11252151,-14146527,-14475494,-8029317,-8490126,-8293006,-2898489,-2371886,-2437163,-4015681,-5659737,-8620684,-11581629,-8950939,-4607823,-725006,-198149,-198149,-7107182,-14278879,-14674415,-15002866,-15067111,-10332081,-2897205,-724238,-258,-66054,-264978,-3753033,-9213336,-14146522,-15067110,-6186084,-3554104,-2370347,-65796,-396313,-9472883,-9996638,-10522988,-10984314,-11380371,-11383475,-12831949,-12505303,-11847375,-10991809,-13424080,-14538944,-15128240,-14996911,-16052975,0.18
1464,'2019/09/19 12:36:07:604',9,-16644863,-16381947,-15987189,-15197416,-15000037,-15328745,-15657454,-11512491,-8287090,-7957096,-16579326,-16250104,-15460589,-14144729,-13422034,-13882587,-14080223,-11119533,-7235688,-6773849,-16381948,-15527154,-12438742,-10336453,-9219261,-8496308,-8035499,-7771297,-7901855,-8031123,-16053239,-14607080,-12109004,-10663101,-10071994,-10007488,-9745088,-9810881,-11912656,-13818079,-11383221,-14474209,-13224655,-9738908,-10002339,-9541528,-9343632,-11186099,-13752027,-14277858,-8029317,-8490127,-8293006,-2964026,-2437422,-2437163,-4015681,-5594201,-7962497,-11383991,-8950939,-4673615,-725006,-198149,-198149,-7041645,-14213343,-14608879,-15002866,-15066854,-10332082,-2897462,-724238,-65794,-66054,-264722,-3753033,-9213336,-14146522,-15067110,-6186340,-3488568,-2435885,-65796,-396056,-9538419,-9996638,-10522987,-10984314,-11380371,-11317681,-12897485,-12439767,-11913168,-11057602,-13358544,-14538944,-15128497,-14996911,-15987439,0.18
1465,'2019/09/19 12:36:07:637',9,-16644863,-16381947,-15987189,-15197416,-15000037,-15328745,-15657454,-11512491,-8287090,-7957096,-16579326,-16250104,-15460589,-14144729,-13422034,-13882587,-14080223,-11119533,-7235688,-6773849,-16381948,-15527154,-12438742,-10336453,-9219261,-8496308,-8035499,-7771297,-7901855,-8031123,-16053239,-14607080,-12109004,-10663101,-10071994,-10007488,-9745088,-9810881,-11912656,-13818079,-11383221,-14474209,-13224655,-9738908,-10002339,-9541528,-9343632,-11186099,-13752027,-14277858,-8029317,-8490127,-8293006,-2964026,-2437422,-2437163,-4015681,-5594201,-7962497,-11383991,-8950939,-4673615,-725006,-198149,-198149,-7041645,-14213343,-14608879,-15002866,-15066854,-10332082,-2897462,-724238,-65794,-66054,-264722,-3753033,-9213336,-14146522,-15067110,-6186340,-3488568,-2435885,-65796,-396056,-9538419,-9996638,-10522987,-10984314,-11380371,-11317681,-12897485,-12439767,-11913168,-11057602,-13358544,-14538944,-15128497,-14996911,-15987439,0.18
1466,'2019/09/19 12:36:07:671',9,-16644863,-16381947,-16052725,-15262952,-15000037,-15328745,-15657711,-11446699,-8221554,-7957096,-16644862,-16250105,-15460589,-14144729,-13421778,-13816794,-14014687,-11053741,-7301481,-6773850,-16447484,-15592947,-12570326,-10402246,-9350846,-8561845,-8101035,-7837090,-7967391,-8096918,-16118776,-14803946,-12240332,-10662845,-10137530,-10073024,-9810624,-9745089,-11584205,-13489371,-11449013,-14474209,-13290191,-9738652,-10002083,-9475736,-9409425,-11185842,-13160404,-14080222,-8094597,-8490126,-8293006,-2898489,-2437422,-2437163,-4015682,-5594201,-7370359,-11120305,-8950939,-4607823,-725006,-198149,-198149,-7107438,-14278879,-14608879,-15002867,-15001061,-10266546,-2897205,-724238,-258,-66054,-264978,-3818825,-9213335,-14212058,-15001573,-6186340,-3554104,-2435885,-66053,-461849,-9538419,-10062175,-10522988,-10984314,-11380371,-11317681,-12963021,-12505560,-11913425,-11123395,-13424080,-14538945,-15128497,-14996912,-16052975,0.18
1467,'2019/09/19 12:36:07:704',9,-16644863,-16381947,-15986932,-15197416,-15065573,-15328746,-15723246,-11380906,-8221554,-7957351,-16579326,-16250105,-15460589,-14144729,-13421778,-13751002,-13948894,-10987948,-7301738,-6773850,-16381948,-15724276,-12701655,-10468039,-9482432,-8627638,-8101036,-7902884,-7967391,-8162968,-16118776,-15001067,-12240332,-10728380,-10203323,-10138817,-9876160,-9810625,-11321292,-13160665,-11449014,-14474465,-13290191,-9673115,-10067876,-9541271,-9474961,-11185586,-12305096,-14343648,-8029061,-8555663,-8227213,-2898233,-2371886,-2437419,-4015681,-5594201,-6909806,-10791339,-8885146,-4607566,-725006,-198149,-198149,-7239024,-14279136,-14608879,-15002867,-14935268,-10266545,-2831412,-724238,-258,-66055,-264979,-3818826,-9279128,-14212059,-15001317,-6186340,-3554360,-2370348,-66053,-462105,-9604211,-10062175,-10523244,-10984314,-11380371,-11251889,-12963278,-12505559,-11978961,-11123395,-13424081,-14538945,-15128498,-14996912,-16052975,0.18
