@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric

@data
467,'2019/09/19 12:26:48:419',3,-16710912,-16579069,-16250361,-15855603,-15526382,-15592174,-15789297,-11118247,-8287862,-8023917,-16645119,-16381947,-15855603,-14802916,-14408158,-14736867,-15197161,-11118762,-7104616,-6774623,-16513533,-16052983,-14803687,-12568526,-11779781,-12699856,-13685723,-10922926,-6053468,-5657168,-15725047,-11454674,-9680323,-9286081,-8168630,-7511729,-6853542,-6852511,-7113623,-7242892,-15592689,-14475495,-11582917,-9874615,-8693428,-8628665,-8431544,-8299702,-8298929,-9874615,-10199972,-13816793,-12961997,-9147286,-9344666,-8359312,-7439492,-9807533,-10465465,-14738409,-7634816,-7832452,-6977658,-2175022,-1582882,-2043175,-3885123,-5529178,-7897732,-14541285,-9279904,-4147271,-659212,-66307,-132355,-7041386,-14344671,-14806001,-15134452,-15330282,-10068649,-2501932,-724238,-65795,-66314,-331286,-3884360,-9541785,-14541023,-15725039,-6251360,-4672842,-1119251,-66056,-989478,-10262398,-10391657,-10590069,-11116934,-11381665,0.314871
468,'2019/09/19 12:26:48:452',3,-16710912,-16579069,-16250361,-15921139,-15526382,-15592174,-15789297,-11118247,-8287862,-8089197,-16710655,-16381691,-15855603,-14868452,-14407902,-14736866,-15197160,-11118762,-7104616,-6774622,-16513534,-16052983,-14803688,-12699855,-11911110,-12831185,-13882845,-10988462,-6053468,-5657168,-15725047,-11586004,-9745859,-9220288,-8102838,-7445936,-6853542,-6918047,-7113366,-7176841,-15527152,-14343910,-11451589,-9743543,-8693428,-8562873,-8431544,-8234165,-8233136,-9743030,-10199972,-13751257,-13027533,-9147285,-9279131,-8293776,-7505029,-9741998,-10728380,-14672872,-7635072,-7832452,-6977658,-2175022,-1648418,-2043174,-3885123,-5594714,-8160904,-14672613,-9279905,-4212807,-659212,-66307,-132355,-7041130,-14344671,-14805744,-15134451,-15330027,-10068649,-2501933,-724238,-65795,-66314,-331542,-3884360,-9476249,-14541022,-15725038,-6251361,-4672586,-1184788,-66055,-989478,-10262398,-10326121,-10655606,-11116935,-11447201,0.314871
469,'2019/09/19 12:26:48:486',3,-16710656,-16513533,-16250361,-15855603,-15526382,-15592174,-15789297,-11183784,-8287862,-8089453,-16710655,-16381691,-15855603,-14868452,-14407902,-14736867,-15131624,-11119018,-7104616,-6774622,-16513534,-16052983,-14869480,-12831184,-12107975,-13028306,-13948381,-11054254,-6053469,-5591632,-15659511,-11717332,-9746115,-9088959,-8037301,-7445936,-6853541,-6983583,-7112852,-7110791,-15526896,-14212580,-11320260,-9678008,-8627892,-8497336,-8365752,-8168373,-8101807,-9611444,-10199716,-13751256,-12961996,-9212822,-9279130,-8228240,-7505287,-9676463,-10860223,-14672872,-7634816,-7766916,-6977658,-2175022,-1648418,-2043174,-3884867,-5529178,-8358027,-14672869,-9280161,-4212807,-659212,-66307,-132355,-6975337,-14344670,-14806000,-15134452,-15330027,-10068649,-2501933,-724238,-65795,-66314,-331286,-3818568,-9476248,-14475486,-15725039,-6251361,-4607049,-1184788,-66055,-989478,-10262398,-10326121,-10590070,-11182470,-11447201,0.314871
470,'2019/09/19 12:26:48:519',3,-16710656,-16513533,-16250361,-15855603,-15526382,-15592174,-15789297,-11183784,-8287862,-8089453,-16710655,-16381691,-15855603,-14868452,-14407902,-14736867,-15131624,-11119018,-7104616,-6774622,-16513534,-16052983,-14869480,-12831184,-12107975,-13028306,-13948381,-11054254,-6053469,-5591632,-15659511,-11717332,-9746115,-9088959,-8037301,-7445936,-6853541,-6983583,-7112852,-7110791,-15526896,-14212580,-11320260,-9678008,-8627892,-8497336,-8365752,-8168373,-8101807,-9611444,-10199716,-13751256,-12961996,-9212822,-9279130,-8228240,-7505287,-9676463,-10860223,-14672872,-7634816,-7766916,-6977658,-2175022,-1648418,-2043174,-3884867,-5529178,-8358027,-14672869,-9280161,-4212807,-659212,-66307,-132355,-6975337,-14344670,-14806000,-15134452,-15330027,-10068649,-2501933,-724238,-65795,-66314,-331286,-3818568,-9476248,-14475486,-15725039,-6251361,-4607049,-1184788,-66055,-989478,-10262398,-10326121,-10590070,-11182470,-11447201,0.314871
471,'2019/09/19 12:26:48:552',3,-16710912,-16579069,-16250361,-15855603,-15526382,-15592175,-15854833,-11117991,-8287861,-8023918,-16645119,-16381691,-15855603,-14868452,-14473438,-14736866,-15131624,-11052969,-7104616,-6840158,-16513534,-16052983,-15000553,-12962512,-12304840,-13225172,-14145502,-11119534,-6053212,-5657168,-15725047,-11848661,-9877444,-9023166,-7971509,-7380399,-6853542,-6983839,-7047058,-7044998,-15461359,-14081251,-11188931,-9678008,-8496821,-8497080,-8365752,-8168372,-8101550,-9414578,-10199716,-13751256,-12961997,-9147286,-9279130,-8162191,-7505545,-9742255,-11123139,-14672872,-7634817,-7832452,-6977658,-2175022,-1648418,-2108711,-3950659,-5529178,-8621456,-14803942,-9345697,-4212807,-659212,-66307,-132355,-7106922,-14344671,-14805744,-15134452,-15330026,-10068650,-2501933,-724238,-65795,-66314,-331542,-3884361,-9541785,-14541279,-15725038,-6251360,-4672585,-1184788,-66056,-1055014,-10262398,-10391913,-10590070,-11182471,-11447201,0.314871
472,'2019/09/19 12:26:48:586',3,-16710912,-16579069,-16250361,-15855603,-15526382,-15592175,-15854833,-11117991,-8287861,-8023918,-16645119,-16381691,-15855603,-14868452,-14473438,-14736866,-15131624,-11052969,-7104616,-6840158,-16513534,-16052983,-15000553,-12962512,-12304840,-13225172,-14145502,-11119534,-6053212,-5657168,-15725047,-11848661,-9877444,-9023166,-7971509,-7380399,-6853542,-6983839,-7047058,-7044998,-15461359,-14081251,-11188931,-9678008,-8496821,-8497080,-8365752,-8168372,-8101550,-9414578,-10199716,-13751256,-12961997,-9147286,-9279130,-8162191,-7505545,-9742255,-11123139,-14672872,-7634817,-7832452,-6977658,-2175022,-1648418,-2108711,-3950659,-5529178,-8621456,-14803942,-9345697,-4212807,-659212,-66307,-132355,-7106922,-14344671,-14805744,-15134452,-15330026,-10068650,-2501933,-724238,-65795,-66314,-331542,-3884361,-9541785,-14541279,-15725038,-6251360,-4672585,-1184788,-66056,-1055014,-10262398,-10391913,-10590070,-11182471,-11447201,0.314871
473,'2019/09/19 12:26:48:618',3,-16710912,-16579069,-16250361,-15855603,-15526382,-15592174,-15789297,-11184041,-8287862,-8089453,-16710655,-16381947,-15855603,-14868452,-14408158,-14736866,-15197160,-11184555,-7104616,-6774623,-16513534,-16052983,-15000809,-13093841,-12370632,-13290964,-14211038,-11251376,-6119005,-5657168,-15725047,-11979990,-10008773,-8957373,-7971509,-7380143,-6853542,-6983839,-7047058,-7044997,-15395567,-13949923,-11057603,-9678265,-8496821,-8431544,-8300215,-8102836,-8101550,-9479858,-10199716,-13751256,-12961997,-9213078,-9213338,-8162448,-7571337,-9676720,-11188932,-14672872,-7634816,-7832452,-7043194,-2175278,-1648418,-2042918,-3884867,-5529178,-8621456,-14804198,-9345697,-4213063,-659212,-66307,-132099,-6909543,-14344414,-14805744,-15134452,-15330283,-10068650,-2502189,-724238,-65795,-66314,-331286,-3818567,-9410456,-14475486,-15790575,-6251360,-4606793,-1250581,-66055,-923685,-10196862,-10326121,-10589813,-11116934,-11381664,0.314871
474,'2019/09/19 12:26:48:653',3,-16710912,-16579069,-16250361,-15855603,-15526382,-15592174,-15789297,-11184041,-8287862,-8089453,-16710655,-16381947,-15855603,-14868452,-14408158,-14736866,-15197160,-11184555,-7104616,-6774623,-16513534,-16052983,-15000809,-13093841,-12370632,-13290964,-14211038,-11251376,-6119005,-5657168,-15725047,-11979990,-10008773,-8957373,-7971509,-7380143,-6853542,-6983839,-7047058,-7044997,-15395567,-13949923,-11057603,-9678265,-8496821,-8431544,-8300215,-8102836,-8101550,-9479858,-10199716,-13751256,-12961997,-9213078,-9213338,-8162448,-7571337,-9676720,-11188932,-14672872,-7634816,-7832452,-7043194,-2175278,-1648418,-2042918,-3884867,-5529178,-8621456,-14804198,-9345697,-4213063,-659212,-66307,-132099,-6909543,-14344414,-14805744,-15134452,-15330283,-10068650,-2502189,-724238,-65795,-66314,-331286,-3818567,-9410456,-14475486,-15790575,-6251360,-4606793,-1250581,-66055,-923685,-10196862,-10326121,-10589813,-11116934,-11381664,0.314871
475,'2019/09/19 12:26:48:686',3,-16710912,-16513533,-16250361,-15921139,-15526381,-15592175,-15789296,-11052455,-8287862,-8023661,-16645119,-16381691,-15855603,-14868708,-14407902,-14736867,-15197161,-11052968,-7039080,-6774622,-16513533,-16052983,-15000553,-12962512,-12239303,-13225428,-14079966,-11053997,-6053212,-5657168,-15659511,-11914198,-9877444,-8957374,-7971509,-7380143,-6853542,-6983839,-7047059,-7044998,-15395567,-13949923,-11057603,-9612473,-8496821,-8431544,-8365751,-8102836,-8101550,-9480115,-10199716,-13685720,-12961997,-9147285,-9213595,-8096911,-7571338,-9676720,-11254725,-14672616,-7634816,-7766659,-6977658,-2109486,-1582881,-2108711,-3950659,-5594714,-8753042,-14804199,-9345697,-4147527,-659212,-66307,-132355,-7041130,-14344671,-14805744,-15199988,-15264490,-10068394,-2502189,-724238,-65795,-66314,-331542,-3884361,-9542042,-14541279,-15724782,-6185824,-4606793,-1184788,-66055,-989478,-10327934,-10326121,-10590070,-11116934,-11381664,0.314871
476,'2019/09/19 12:26:48:719',3,-16710656,-16579069,-16250361,-15855603,-15526638,-15592174,-15789296,-11117991,-8222326,-8023917,-16710655,-16381691,-15855603,-14868452,-14407902,-14736867,-15197160,-11052969,-7104616,-6774622,-16513533,-16052983,-14935016,-12896720,-12239303,-13159635,-14079710,-11119534,-6053212,-5657168,-15527926,-11717333,-9811651,-9022910,-7971509,-7380143,-6853542,-6983583,-7047315,-7044998,-15461360,-13949923,-11057346,-9612472,-8496821,-8431544,-8300216,-8168372,-8101550,-9545651,-10265510,-13751257,-12961996,-9081493,-9279131,-8096655,-7571594,-9742256,-11188932,-14672615,-7634816,-7832453,-6911865,-2109229,-1582882,-2043174,-3950659,-5594714,-8687249,-14738406,-9214111,-4015684,-659212,-66307,-132355,-7172716,-14344671,-14740208,-15134452,-15330027,-10002857,-2436140,-658445,-65795,-66314,-331542,-3950153,-9541786,-14541023,-15725039,-6185567,-4738379,-1053202,-66056,-1055527,-10328190,-10326377,-10655606,-11116934,-11381663,0.314871
477,'2019/09/19 12:26:48:752',3,-16710912,-16579069,-16250361,-15921139,-15526638,-15592174,-15789296,-11249834,-8287862,-8023662,-16710655,-16316155,-15855604,-14868708,-14407902,-14736866,-15131368,-11250348,-7039080,-6774623,-16513534,-16052983,-15000552,-13028305,-12304840,-13159635,-14079710,-11251377,-6119005,-5657168,-15593718,-11848661,-9811651,-8957374,-7905973,-7380143,-6853541,-6983583,-7047315,-7044997,-15330031,-13949922,-11057602,-9612473,-8496821,-8431544,-8300215,-8168372,-8101550,-9480115,-10134180,-13685720,-12961997,-9213078,-9147802,-8162704,-7637131,-9676721,-11188932,-14672615,-7635072,-7766915,-7043451,-2175278,-1648418,-2042918,-3884866,-5529178,-8621456,-14738406,-9345697,-4213064,-658956,-66563,-132099,-6777957,-14278877,-14806000,-15134451,-15395820,-10068650,-2502189,-724495,-65795,-66314,-265749,-3752774,-9410199,-14475229,-15790575,-6251360,-4541000,-1250581,-66055,-857892,-10196606,-10326121,-10589813,-11116933,-11381407,0.314871
478,'2019/09/19 12:26:48:785',3,-16710912,-16513533,-16250361,-15921139,-15526382,-15592174,-15789296,-11052454,-8287862,-8089453,-16710655,-16381691,-15855603,-14868452,-14407902,-14736867,-15197160,-11052712,-7039080,-6774622,-16513534,-16052983,-14935016,-12962513,-12304840,-13290964,-14079710,-11053998,-6053212,-5657168,-15396597,-11783125,-9745859,-8891837,-7905716,-7379886,-6787749,-6983839,-6981522,-7044740,-15264238,-13818594,-10926017,-9546936,-8496821,-8366008,-8299959,-8102580,-8101550,-9479858,-10134180,-13685463,-12961997,-9147286,-9213595,-8031375,-7703182,-9676978,-11583433,-14607079,-7634817,-7766659,-6977658,-2175022,-1648418,-2043174,-3885123,-5529179,-9147801,-14869734,-9345698,-4213064,-658956,-66307,-132355,-6975593,-14344670,-14805744,-15199988,-15264490,-10068650,-2502189,-724238,-259,-66313,-331542,-3950153,-9542042,-14541279,-15725038,-6251360,-4541000,-1184788,-66055,-989478,-10262398,-10326121,-10590070,-11182470,-11447200,0.314871
479,'2019/09/19 12:26:48:819',3,-16710912,-16513533,-16250361,-15921139,-15526382,-15592174,-15789296,-11052454,-8287862,-8089453,-16710655,-16381691,-15855603,-14868452,-14407902,-14736867,-15197160,-11052712,-7039080,-6774622,-16513534,-16052983,-14935016,-12962513,-12304840,-13290964,-14079710,-11053998,-6053212,-5657168,-15396597,-11783125,-9745859,-8891837,-7905716,-7379886,-6787749,-6983839,-6981522,-7044740,-15264238,-13818594,-10926017,-9546936,-8496821,-8366008,-8299959,-8102580,-8101550,-9479858,-10134180,-13685463,-12961997,-9147286,-9213595,-8031375,-7703182,-9676978,-11583433,-14607079,-7634817,-7766659,-6977658,-2175022,-1648418,-2043174,-3885123,-5529179,-9147801,-14869734,-9345698,-4213064,-658956,-66307,-132355,-6975593,-14344670,-14805744,-15199988,-15264490,-10068650,-2502189,-724238,-259,-66313,-331542,-3950153,-9542042,-14541279,-15725038,-6251360,-4541000,-1184788,-66055,-989478,-10262398,-10326121,-10590070,-11182470,-11447200,0.314871
480,'2019/09/19 12:26:48:853',3,-16710656,-16579069,-16250361,-15921139,-15526638,-15657710,-15789297,-11052455,-8287862,-8023917,-16645119,-16316155,-15855603,-14868452,-14408158,-14736867,-15197160,-10987432,-7039080,-6774622,-16513534,-16052983,-14869480,-12962512,-12370632,-13356500,-14145502,-11053998,-6053212,-5657168,-15133939,-11717332,-9614530,-8825788,-7905716,-7314350,-6853285,-6983839,-6981521,-6979204,-15264238,-13687009,-10794688,-9481145,-8431286,-8431544,-8299959,-8037044,-8101549,-9414321,-10265509,-13751256,-12961996,-9081492,-9213596,-8031375,-7768975,-9742771,-11715019,-14672872,-7634816,-7832453,-6911866,-2109229,-1648418,-2108711,-3950659,-5594715,-9344923,-14869734,-9214111,-4015684,-659212,-66307,-132355,-7172716,-14344671,-14805744,-15199988,-15330027,-10002857,-2436139,-658445,-65795,-66314,-331542,-3950153,-9542042,-14541279,-15725038,-6119775,-4738635,-987409,-66056,-1121063,-10328190,-10391657,-10655606,-11182470,-11447200,0.314871
481,'2019/09/19 12:26:48:886',3,-16710656,-16579069,-16250361,-15855603,-15526382,-15592174,-15789297,-11184041,-8287862,-8023662,-16645120,-16381691,-15855604,-14868452,-14407902,-14736866,-15197160,-11184811,-7104616,-6774622,-16513534,-16052983,-14935017,-13028048,-12370632,-13290964,-14079710,-11251376,-6053468,-5591632,-15068402,-11782869,-9680322,-8825788,-7905716,-7314350,-6853541,-7049375,-7047058,-7044741,-15132909,-13687008,-10729152,-9481401,-8431286,-8365752,-8234423,-8037300,-8101550,-9479858,-10134180,-13685720,-12961996,-9147286,-9148059,-8097168,-7768975,-9677234,-11583690,-14672615,-7634817,-7766660,-6977659,-2175022,-1648418,-2042918,-3884866,-5594714,-9213594,-14869735,-9279905,-4212807,-659212,-66307,-132355,-6909543,-14278878,-14805745,-15134452,-15330284,-10003113,-2501933,-724238,-65795,-66314,-331285,-3818567,-9475992,-14475486,-15790575,-6251360,-4606792,-1185045,-66055,-923685,-10196862,-10391657,-10655349,-11116934,-11381663,0.314871
482,'2019/09/19 12:26:48:919',3,-16710656,-16579069,-16250361,-15921139,-15526638,-15592174,-15789297,-11118248,-8222326,-8089197,-16645119,-16381691,-15855603,-14868708,-14407902,-14736866,-15197161,-11118761,-7039080,-6774622,-16513534,-16052983,-14869480,-12831184,-12239304,-13225172,-14014174,-11119791,-6053212,-5657169,-14936817,-11717332,-9548993,-8826045,-7905716,-7314350,-6787749,-6983839,-7047315,-7044997,-15198445,-13687265,-10729153,-9415608,-8431542,-8431288,-8299959,-8102836,-8167343,-9611443,-10134180,-13751000,-12961996,-9147286,-9148059,-8096912,-7768975,-9676978,-11649482,-14672615,-7635072,-7766660,-6977659,-2175022,-1648418,-2043174,-3950659,-5529179,-9213851,-14869734,-9411234,-4213064,-659212,-66307,-132355,-6975336,-14344671,-14806001,-15134452,-15264490,-10068649,-2502190,-724238,-65795,-66314,-331286,-3884360,-9541785,-14541022,-15725038,-6251360,-4541000,-1250581,-66055,-923941,-10262398,-10326377,-10590070,-11182470,-11381664,0.314871
483,'2019/09/19 12:26:48:953',3,-16710656,-16513533,-16250361,-15855603,-15526638,-15657710,-15789297,-11052455,-8287862,-8023661,-16645119,-16316155,-15855603,-14868452,-14408158,-14736867,-15197160,-10987432,-7038824,-6774622,-16513534,-16052983,-14803688,-12699855,-12107975,-13094099,-13882845,-11053997,-6053212,-5657168,-14805488,-11585747,-9548736,-8891581,-7905716,-7314350,-6787749,-6983583,-7047316,-7110791,-15198445,-13687009,-10794688,-9415608,-8497079,-8431544,-8300215,-8168373,-8232879,-9677236,-10199973,-13751257,-12961740,-9081493,-9213852,-8031119,-7703182,-9742770,-11583433,-14607079,-7634816,-7832452,-6911865,-2109229,-1582882,-2108711,-3950660,-5594714,-9147801,-14803942,-9279904,-4081221,-659212,-66307,-132355,-7172972,-14344671,-14805744,-15199988,-15264490,-10002857,-2436140,-658446,-65795,-66314,-331542,-3950153,-9607578,-14541279,-15725038,-6120031,-4672842,-1053202,-66056,-1121063,-10328191,-10326121,-10655606,-11116934,-11447200,0.314871
484,'2019/09/19 12:26:48:986',3,-16710656,-16513533,-16250361,-15921139,-15526637,-15592174,-15789297,-11184041,-8287862,-8023917,-16645119,-16381691,-15855604,-14868452,-14407902,-14736867,-15131624,-11119019,-7104617,-6774622,-16513533,-16052983,-14738151,-12699855,-12042183,-12962514,-13817052,-11120047,-6119005,-5657424,-14805488,-11520211,-9483200,-9022910,-7971508,-7314350,-6787749,-6918047,-7113109,-7176584,-15264238,-13818594,-10926018,-9481144,-8562614,-8497080,-8300215,-8168373,-8233135,-9742773,-10199973,-13751256,-12961996,-9147285,-9213595,-8096911,-7571595,-9742513,-11386054,-14607079,-7634816,-7766916,-6977658,-2175022,-1582882,-2108711,-3884867,-5529178,-8884629,-14738406,-9279904,-4147271,-659212,-66307,-132099,-6909544,-14278878,-14805744,-15134452,-15395819,-10068649,-2501933,-724238,-65795,-66314,-331286,-3818567,-9475992,-14475486,-15790575,-6185568,-4607049,-1119252,-66055,-923686,-10262398,-10326121,-10589813,-11116678,-11447199,0.314871
485,'2019/09/19 12:26:49:020',3,-16710656,-16513533,-16250361,-15921139,-15526637,-15592174,-15789297,-11184041,-8287862,-8023917,-16645119,-16381691,-15855604,-14868452,-14407902,-14736867,-15131624,-11119019,-7104617,-6774622,-16513533,-16052983,-14738151,-12699855,-12042183,-12962514,-13817052,-11120047,-6119005,-5657424,-14805488,-11520211,-9483200,-9022910,-7971508,-7314350,-6787749,-6918047,-7113109,-7176584,-15264238,-13818594,-10926018,-9481144,-8562614,-8497080,-8300215,-8168373,-8233135,-9742773,-10199973,-13751256,-12961996,-9147285,-9213595,-8096911,-7571595,-9742513,-11386054,-14607079,-7634816,-7766916,-6977658,-2175022,-1582882,-2108711,-3884867,-5529178,-8884629,-14738406,-9279904,-4147271,-659212,-66307,-132099,-6909544,-14278878,-14805744,-15134452,-15395819,-10068649,-2501933,-724238,-65795,-66314,-331286,-3818567,-9475992,-14475486,-15790575,-6185568,-4607049,-1119252,-66055,-923686,-10262398,-10326121,-10589813,-11116678,-11447199,0.314871
486,'2019/09/19 12:26:49:056',3,-16710912,-16579069,-16250361,-15921139,-15591918,-15657710,-15789297,-11118248,-8287606,-8023917,-16710656,-16381691,-15855604,-14868452,-14407902,-14736866,-15197161,-11119018,-7039080,-6774622,-16513534,-16052983,-14737895,-12634319,-11976646,-12896978,-13751516,-10988718,-6053468,-5657168,-14871281,-11519955,-9548736,-9023167,-7905972,-7380143,-6787749,-6918047,-7047830,-7176842,-15329774,-13949923,-11057346,-9481143,-8628406,-8497336,-8365751,-8168629,-8233137,-9808822,-10134180,-13685464,-12961997,-9212822,-9213595,-8096911,-7571338,-9742257,-11320518,-14606823,-7634817,-7766660,-6977658,-2175022,-1582882,-2043175,-3884867,-5529179,-8884629,-14803943,-9345698,-4278600,-659212,-66307,-132099,-6909544,-14344670,-14805744,-15134452,-15330027,-10003114,-2502190,-724239,-65795,-66314,-331286,-3818823,-9475992,-14475486,-15725039,-6251361,-4541000,-1250581,-66055,-923685,-10262398,-10326121,-10590069,-11116934,-11447200,0.314871
487,'2019/09/19 12:26:49:086',3,-16710912,-16579069,-16250361,-15855603,-15591918,-15592174,-15789297,-11052455,-8222327,-8089453,-16710655,-16381691,-15855603,-14868452,-14407902,-14736867,-15197160,-11052968,-7039080,-6774622,-16513534,-16052983,-14606823,-12502734,-11910854,-12831185,-13685724,-10922669,-6053468,-5657168,-14739695,-11388882,-9482944,-9088703,-7905972,-7314607,-6787749,-6918047,-7113366,-7242634,-15330031,-13949923,-10991810,-9480887,-8628407,-8497336,-8365752,-8168629,-8298929,-9874359,-10199973,-13816792,-12961996,-9081493,-9279131,-8096655,-7571337,-9742513,-11386054,-14606823,-7634816,-7766916,-6977658,-2109485,-1648418,-2108711,-3885123,-5594714,-8950422,-14803942,-9279904,-4147014,-659212,-66307,-132355,-7107180,-14344671,-14805744,-15134452,-15330027,-10002857,-2436396,-658702,-65795,-66314,-331542,-3950153,-9541785,-14541279,-15725039,-6185567,-4672586,-1118995,-66056,-1055271,-10328190,-10391657,-10590069,-11182471,-11447201,0.314871
488,'2019/09/19 12:26:49:120',3,-16710656,-16513533,-16250105,-15855603,-15526381,-15591918,-15789297,-11183784,-8287862,-8023661,-16644863,-16316154,-15855603,-14802916,-14407902,-14736866,-15131624,-11118762,-7038824,-6774622,-16513277,-16052983,-14541030,-12437198,-11845318,-12765392,-13685723,-10988462,-6053212,-5657168,-14674159,-11323089,-9417151,-9088959,-7905716,-7314607,-6787749,-6852510,-7047830,-7176842,-15395567,-13949923,-11057602,-9480887,-8628150,-8497081,-8300215,-8233909,-8298928,-9874358,-10199972,-13751256,-12961996,-9147286,-9213595,-8096654,-7505544,-9676720,-11320261,-14606822,-7634816,-7766660,-6911865,-2109486,-1582881,-2043175,-3884867,-5529179,-8818835,-14738406,-9279904,-4147014,-659212,-66307,-132355,-6975337,-14344414,-14805744,-15134451,-15330027,-10002857,-2436396,-658702,-65795,-66314,-331286,-3818823,-9475992,-14475486,-15725039,-6185567,-4672585,-1118995,-66055,-989478,-10262398,-10326121,-10589813,-11116678,-11447200,0.314871
489,'2019/09/19 12:26:49:152',3,-16710656,-16513533,-16250105,-15855603,-15526381,-15591918,-15789297,-11183784,-8287862,-8023661,-16644863,-16316154,-15855603,-14802916,-14407902,-14736866,-15131624,-11118762,-7038824,-6774622,-16513277,-16052983,-14541030,-12437198,-11845318,-12765392,-13685723,-10988462,-6053212,-5657168,-14674159,-11323089,-9417151,-9088959,-7905716,-7314607,-6787749,-6852510,-7047830,-7176842,-15395567,-13949923,-11057602,-9480887,-8628150,-8497081,-8300215,-8233909,-8298928,-9874358,-10199972,-13751256,-12961996,-9147286,-9213595,-8096654,-7505544,-9676720,-11320261,-14606822,-7634816,-7766660,-6911865,-2109486,-1582881,-2043175,-3884867,-5529179,-8818835,-14738406,-9279904,-4147014,-659212,-66307,-132355,-6975337,-14344414,-14805744,-15134451,-15330027,-10002857,-2436396,-658702,-65795,-66314,-331286,-3818823,-9475992,-14475486,-15725039,-6185567,-4672585,-1118995,-66055,-989478,-10262398,-10326121,-10589813,-11116678,-11447200,0.314871
490,'2019/09/19 12:26:49:186',3,-16710656,-16513533,-16250361,-15921139,-15526382,-15591918,-15789297,-11118248,-8222325,-8089197,-16644863,-16316155,-15855603,-14802916,-14342365,-14736866,-15131368,-11118762,-7039080,-6774622,-16513277,-16052983,-14606822,-12568526,-11910854,-12831185,-13685723,-10988462,-6053212,-5591632,-14739952,-11388882,-9482944,-9088703,-7905716,-7314351,-6787748,-6852254,-7047574,-7176842,-15329774,-13949923,-11057602,-9480887,-8628150,-8497080,-8300215,-8168629,-8298929,-9808822,-10134179,-13685463,-12961997,-9147286,-9213594,-8096911,-7505545,-9742256,-11320261,-14606822,-7634816,-7766659,-6977658,-2175022,-1648418,-2043174,-3884867,-5594714,-8818836,-14738406,-9345697,-4213064,-659211,-66307,-132099,-6909544,-14278878,-14805744,-15134451,-15330026,-10003113,-2502189,-724239,-65795,-66314,-331286,-3818567,-9475992,-14475486,-15725038,-6251360,-4541000,-1250581,-66055,-989221,-10262398,-10326121,-10589813,-11116934,-11447200,0.314871
